run,hidden_size,nlayers,dropout,embedding_size,alpha,max_rank,shuffle_labels,shuffle_input,train_loss,dev_loss,test_loss,train_acc,dev_acc,test_acc,train_norm,dev_norm,test_norm,train_rank,dev_rank,test_rank
0,776,0,0.15,768,0.0,1,False,False,0.3856,0.4399,0.4355,0.9228,0.9115,0.9114,525.1277,525.1277,525.1277,16.0000,16.0000,16.0000
1,433,2,0.27,768,0.0009765625,1,False,False,0.5010,0.5507,0.5479,0.9108,0.9011,0.8994,343.7165,343.7165,343.7165,16.0000,16.0000,16.0000
2,310,5,0.5,768,0.0011782270808598852,1,False,False,0.6115,0.6590,0.6545,0.8965,0.8865,0.8865,289.2224,289.2224,289.2224,16.0000,16.0000,16.0000
3,300,1,0.44,768,0.001421536311369323,1,False,False,0.6216,0.6685,0.6654,0.8968,0.8871,0.8870,278.9878,278.9878,278.9878,16.0000,16.0000,16.0000
4,1009,2,0.1,768,0.0017150900003645502,2,False,False,0.5877,0.6347,0.6342,0.9042,0.8948,0.8942,285.4756,285.4756,285.4756,16.0000,16.0000,16.0000
5,657,3,0.5,768,0.0020692638561704995,2,False,False,0.7078,0.7525,0.7499,0.8889,0.8792,0.8784,242.5082,242.5082,242.5082,16.0000,16.0000,16.0000
6,455,2,0.49,768,0.0024965762178914648,2,False,False,0.7713,0.8145,0.8119,0.8835,0.8745,0.8729,222.4264,222.4264,222.4264,16.0000,16.0000,16.0000
7,103,1,0.44,768,0.0030121305183748843,3,False,False,0.7969,0.8385,0.8370,0.8821,0.8726,0.8713,212.4202,212.4202,212.4202,16.0000,16.0000,16.0000
8,203,4,0.05,768,0.003634149117781824,3,False,False,0.8061,0.8460,0.8466,0.8833,0.8735,0.8730,207.2240,207.2240,207.2240,16.0000,16.0000,16.0000
9,150,4,0.02,768,0.004384617376208487,3,False,False,0.8691,0.9057,0.9080,0.8737,0.8654,0.8627,190.4715,190.4715,190.4715,16.0000,16.0000,16.0000
10,72,3,0.23,768,0.005290060730222237,4,False,False,1.0181,1.0498,1.0529,0.8490,0.8437,0.8399,162.4338,162.4338,162.4338,16.0000,16.0000,16.0000
11,467,3,0.31,768,0.006382482239223045,4,False,False,1.1552,1.1813,1.1874,0.8327,0.8274,0.8235,140.5683,140.5683,140.5683,16.0000,16.0000,16.0000
12,377,0,0.37,768,0.007700493739376462,4,False,False,1.2939,1.3171,1.3230,0.8118,0.8046,0.8027,122.3771,122.3771,122.3771,16.0000,16.0000,16.0000
13,436,2,0.25,768,0.009290680585958758,5,False,False,1.4150,1.4354,1.4409,0.7887,0.7792,0.7778,108.6215,108.6215,108.6215,16.0000,16.0000,16.0000
14,382,2,0.41000000000000003,768,0.011209248221179687,5,False,False,1.6538,1.6706,1.6757,0.7396,0.7297,0.7291,87.4009,87.4009,87.4009,16.0000,16.0000,16.0000
15,326,3,0.09,768,0.013524008765720979,5,False,False,1.7985,1.8138,1.8194,0.7023,0.6925,0.6923,75.7072,75.7072,75.7072,16.0000,16.0000,16.0000
16,326,2,0.02,768,0.01631677785042834,6,False,False,2.0232,2.0349,2.0410,0.6562,0.6472,0.6501,60.7022,60.7022,60.7022,16.0000,16.0000,16.0000
17,247,2,0.15,768,0.01968626640460739,6,False,False,2.2997,2.3096,2.3180,0.6040,0.5915,0.5915,45.6754,45.6754,45.6754,16.0000,16.0000,16.0000
18,179,1,0.01,768,0.02375156961170491,6,False,False,2.5368,2.5457,2.5568,0.5699,0.5583,0.5575,34.8307,34.8307,34.8307,16.0000,16.0000,16.0000
19,137,5,0.3,768,0.028656376350145975,7,False,False,2.8248,2.8287,2.8412,0.5036,0.4969,0.4972,23.9324,23.9324,23.9324,16.0000,16.0000,16.0000
20,786,2,0.24,768,0.03457404790277603,7,False,False,3.1281,3.1260,3.1394,0.3988,0.3988,0.3997,14.5292,14.5292,14.5292,16.0000,16.0000,16.0000
21,410,1,0.49,768,0.04171374544281356,7,False,False,3.4269,3.4207,3.4349,0.2782,0.2823,0.2792,6.8105,6.8105,6.8105,16.0000,16.0000,16.0000
22,388,0,0.48,768,0.050327822873414196,8,False,False,3.6072,3.6022,3.6155,0.1707,0.1679,0.1656,2.8774,2.8774,2.8774,16.0000,16.0000,16.0000
23,38,2,0.4,768,0.06072074632210035,8,False,False,3.6413,3.6372,3.6499,0.1705,0.1677,0.1654,2.2072,2.2072,2.2072,16.0000,16.0000,16.0000
24,467,2,0.11,768,0.07325985555120318,8,False,False,3.6700,3.6667,3.6777,0.1705,0.1677,0.1654,1.8472,1.8472,1.8472,16.0000,16.0000,16.0000
25,176,4,0.05,768,0.08838834764831845,9,False,False,3.6735,3.6707,3.6815,0.1705,0.1677,0.1654,1.7859,1.7859,1.7859,15.0000,15.0000,15.0000
26,57,4,0.0,768,0.10664094190766783,9,False,False,3.7079,3.7057,3.7149,0.1705,0.1677,0.1654,1.4713,1.4713,1.4713,16.0000,16.0000,16.0000
27,968,3,0.22,768,0.12866277958043645,9,False,False,3.7310,3.7294,3.7375,0.1705,0.1677,0.1654,1.2889,1.2889,1.2889,16.0000,16.0000,16.0000
28,268,4,0.37,768,0.15523222650918542,10,False,False,3.7663,3.7652,3.7719,0.1705,0.1677,0.1654,1.0535,1.0535,1.0535,15.0000,15.0000,15.0000
29,270,0,0.04,768,0.18728838460958516,10,False,False,3.8085,3.8079,3.8131,0.1705,0.1677,0.1654,0.8162,0.8162,0.8162,15.0000,15.0000,15.0000
30,596,0,0.43,768,0.22596428459777515,10,False,False,3.8704,3.8702,3.8735,0.1705,0.1677,0.1654,0.5222,0.5222,0.5222,14.0000,14.0000,14.0000
31,694,3,0.18,768,0.2726269331663144,11,False,False,3.9792,3.9792,3.9797,0.1705,0.1677,0.1654,0.0973,0.0973,0.0973,16.0000,16.0000,16.0000
32,837,4,0.09,768,0.32892563008340914,11,False,False,3.9909,3.9909,3.9911,0.1705,0.1677,0.1654,0.0559,0.0559,0.0559,16.0000,16.0000,16.0000
33,487,0,0.14,768,0.39685026299204973,11,False,False,3.9992,3.9992,3.9993,0.1705,0.1677,0.1654,0.0270,0.0270,0.0270,16.0000,16.0000,16.0000
34,418,5,0.37,768,0.47880164034928685,12,False,False,3.9994,3.9994,3.9994,0.1705,0.1677,0.1654,0.0259,0.0259,0.0259,16.0000,16.0000,16.0000
35,407,5,0.35000000000000003,768,0.577676348436136,12,False,False,3.9997,3.9997,3.9997,0.1685,0.1638,0.1642,0.0256,0.0256,0.0256,16.0000,16.0000,16.0000
36,657,2,0.11,768,0.6969691317244994,12,False,False,3.9997,3.9997,3.9998,0.1705,0.1677,0.1654,0.0255,0.0255,0.0255,16.0000,16.0000,16.0000
37,442,1,0.41000000000000003,768,0.8408964152537145,13,False,False,3.9998,3.9998,3.9998,0.1688,0.1678,0.1638,0.0247,0.0247,0.0247,16.0000,16.0000,16.0000
38,398,4,0.23,768,1.0145453349375229,13,False,False,3.9998,3.9998,3.9999,0.1689,0.1666,0.1625,0.0255,0.0255,0.0255,16.0000,16.0000,16.0000
39,369,4,0.29,768,1.2240535433046547,13,False,False,3.9998,3.9999,3.9999,0.1705,0.1677,0.1654,0.0252,0.0252,0.0252,16.0000,16.0000,16.0000
40,75,4,0.33,768,1.4768261459394993,14,False,False,3.9999,3.9999,3.9999,0.1586,0.1594,0.1567,0.0250,0.0250,0.0250,16.0000,16.0000,16.0000
41,179,0,0.02,768,1.7817974362806772,14,False,False,4.0000,4.0000,4.0000,0.1043,0.1080,0.1092,0.0248,0.0248,0.0248,16.0000,16.0000,16.0000
42,442,4,0.19,768,2.149746679841392,14,False,False,3.9999,3.9999,3.9999,0.1159,0.1149,0.1132,0.0249,0.0249,0.0249,16.0000,16.0000,16.0000
43,111,1,0.22,768,2.5936791093020193,15,False,False,4.0000,3.9999,3.9999,0.1691,0.1664,0.1648,0.0245,0.0245,0.0245,16.0000,16.0000,16.0000
44,242,1,0.45,768,3.1292855968155457,15,False,False,3.9999,3.9999,3.9999,0.1590,0.1581,0.1560,0.0249,0.0249,0.0249,16.0000,16.0000,16.0000
45,107,3,0.21,768,3.7754972507267723,15,False,False,3.9999,3.9999,3.9999,0.1236,0.1169,0.1188,0.0243,0.0243,0.0243,16.0000,16.0000,16.0000
46,150,2,0.2,768,4.555154539026766,16,False,False,3.9999,3.9999,3.9999,0.1056,0.1021,0.1088,0.0247,0.0247,0.0247,16.0000,16.0000,16.0000
47,38,1,0.2,768,5.495814589832352,16,False,False,4.0000,4.0000,4.0000,0.0721,0.0715,0.0713,0.0245,0.0245,0.0245,16.0000,16.0000,16.0000
48,248,1,0.49,768,6.6307252030723465,16,False,False,4.0000,4.0000,4.0000,0.0583,0.0572,0.0577,0.0246,0.0246,0.0246,16.0000,16.0000,16.0000
49,670,0,0.45,768,8.0,16,False,False,4.0000,4.0000,4.0000,0.0569,0.0549,0.0590,0.0244,0.0244,0.0244,16.0000,16.0000,16.0000
