alpha,embedding_size,dropout,n_classes,representation,n_words,train_loss,dev_loss,test_loss,train_acc,dev_acc,test_acc,train_norm,dev_norm,test_norm
0.18728838460958516,768,0.04,16,R1_d80_10_bert,,3.770263222370652,3.7887848144103153,3.791901381793948,0.16309028809028808,0.16771354270854172,0.16535780110585785,0.9468384385108948,0.9468384385108948,0.9468384385108948
