alpha,embedding_size,dropout,n_classes,representation,n_words,train_loss,dev_loss,test_loss,train_acc,dev_acc,test_acc,train_norm,dev_norm,test_norm
3.1292855968155457,768,0.45,16,R1_d80_10_bert,,3.9999361950953918,3.9999208636702623,3.9999239755962623,0.10268785268785269,0.1377875575115023,0.13562785479605738,0.02440362609922886,0.02440362609922886,0.02440362609922886
