alpha,embedding_size,dropout,n_classes,representation,n_words,train_loss,dev_loss,test_loss,train_acc,dev_acc,test_acc,train_norm,dev_norm,test_norm
0.0011782270808598852,768,0.5,16,R1_d80_10_bert,,1.2863191099240512,1.4640951810156877,1.4604860859351316,0.779959904959905,0.7317863572714542,0.7353153297539867,188.10287475585938,188.10287475585938,188.10287475585938
