alpha,embedding_size,dropout,n_classes,representation,n_words,train_loss,dev_loss,test_loss,train_acc,dev_acc,test_acc,train_norm,dev_norm,test_norm
0.0017150900003645502,768,0.1,16,R1_d80_10_bert,,0.9570369709129322,1.1839932001598072,1.1781258521357811,0.828964953964954,0.7719543908781756,0.7731789406202421,263.5661315917969,263.5661315917969,263.5661315917969
