alpha,embedding_size,dropout,n_classes,representation,n_words,train_loss,dev_loss,test_loss,train_acc,dev_acc,test_acc,train_norm,dev_norm,test_norm
0.08838834764831845,768,0.05,16,R1_d80_10_bert,,3.649100330345419,3.6810661661121746,3.6874784057802743,0.16309028809028808,0.16771354270854172,0.16535780110585785,1.8253079652786255,1.8253079652786255,1.8253079652786255
