alpha,embedding_size,dropout,n_classes,representation,n_words,train_loss,dev_loss,test_loss,train_acc,dev_acc,test_acc,train_norm,dev_norm,test_norm
0.15523222650918542,768,0.37,16,R1_d80_10_bert,,3.731717027752556,3.754707709921196,3.7585289264701576,0.16309028809028808,0.16771354270854172,0.16535780110585785,1.165177583694458,1.165177583694458,1.165177583694458
