alpha,embedding_size,dropout,n_classes,representation,n_words,train_loss,dev_loss,test_loss,train_acc,dev_acc,test_acc,train_norm,dev_norm,test_norm
0.01968626640460739,768,0.15,16,R1_d80_10_bert,,2.635210152652379,2.747946388956594,2.7541470477592296,0.5037496287496287,0.44516903380676137,0.450997676095841,33.49050521850586,33.49050521850586,33.49050521850586
