run,hidden_size,nlayers,dropout,embedding_size,alpha,max_rank,shuffle_labels,shuffle_input,train_loss,dev_loss,test_loss,train_acc,dev_acc,test_acc,train_norm,dev_norm,test_norm,train_rank,dev_rank,test_rank
0,776,0,0.15,768,0.0,1,False,False,0.3054,0.3555,0.3565,0.9377,0.9269,0.9260,597.8469,597.8469,597.8469,16.0000,16.0000,16.0000
1,433,2,0.27,768,0.0009765625,1,False,False,0.4459,0.4920,0.4940,0.9227,0.9146,0.9118,354.1463,354.1463,354.1463,16.0000,16.0000,16.0000
2,310,5,0.5,768,0.0011782270808598852,1,False,False,0.5036,0.5491,0.5501,0.9152,0.9059,0.9032,319.3660,319.3660,319.3660,16.0000,16.0000,16.0000
3,300,1,0.44,768,0.001421536311369323,1,False,False,0.5168,0.5617,0.5640,0.9148,0.9056,0.9028,305.9809,305.9809,305.9809,16.0000,16.0000,16.0000
4,1009,2,0.1,768,0.0017150900003645502,2,False,False,0.5256,0.5702,0.5743,0.9170,0.9090,0.9042,295.7200,295.7200,295.7200,16.0000,16.0000,16.0000
5,657,3,0.5,768,0.0020692638561704995,2,False,False,0.6137,0.6571,0.6591,0.9064,0.8971,0.8949,260.7638,260.7638,260.7638,16.0000,16.0000,16.0000
6,455,2,0.49,768,0.0024965762178914648,2,False,False,0.6698,0.7121,0.7142,0.9020,0.8924,0.8914,240.6116,240.6116,240.6116,16.0000,16.0000,16.0000
7,103,1,0.44,768,0.0030121305183748843,3,False,False,0.7208,0.7615,0.7640,0.8988,0.8887,0.8875,223.9145,223.9145,223.9145,16.0000,16.0000,16.0000
8,203,4,0.05,768,0.003634149117781824,3,False,False,0.7438,0.7826,0.7871,0.8983,0.8894,0.8860,214.3924,214.3924,214.3924,16.0000,16.0000,16.0000
9,150,4,0.02,768,0.004384617376208487,3,False,False,0.8249,0.8606,0.8658,0.8875,0.8795,0.8746,194.3516,194.3516,194.3516,16.0000,16.0000,16.0000
10,72,3,0.23,768,0.005290060730222237,4,False,False,0.9502,0.9811,0.9871,0.8660,0.8597,0.8552,169.8526,169.8526,169.8526,16.0000,16.0000,16.0000
11,467,3,0.31,768,0.006382482239223045,4,False,False,1.0941,1.1192,1.1290,0.8468,0.8394,0.8365,146.7862,146.7862,146.7862,16.0000,16.0000,16.0000
12,377,0,0.37,768,0.007700493739376462,4,False,False,1.2224,1.2441,1.2539,0.8271,0.8179,0.8183,128.8147,128.8147,128.8147,16.0000,16.0000,16.0000
13,436,2,0.25,768,0.009290680585958758,5,False,False,1.3745,1.3932,1.4024,0.8006,0.7914,0.7912,111.8501,111.8501,111.8501,16.0000,16.0000,16.0000
14,382,2,0.41000000000000003,768,0.011209248221179687,5,False,False,1.5879,1.6042,1.6126,0.7494,0.7386,0.7400,92.0443,92.0443,92.0443,16.0000,16.0000,16.0000
15,326,3,0.09,768,0.013524008765720979,5,False,False,1.7631,1.7770,1.7852,0.7109,0.7008,0.7008,77.8736,77.8736,77.8736,16.0000,16.0000,16.0000
16,326,2,0.02,768,0.01631677785042834,6,False,False,2.0082,2.0185,2.0264,0.6676,0.6557,0.6553,61.6550,61.6550,61.6550,16.0000,16.0000,16.0000
17,247,2,0.15,768,0.01968626640460739,6,False,False,2.2609,2.2708,2.2816,0.6183,0.6056,0.6012,47.5485,47.5485,47.5485,16.0000,16.0000,16.0000
18,179,1,0.01,768,0.02375156961170491,6,False,False,2.5085,2.5156,2.5276,0.5823,0.5683,0.5668,36.2009,36.2009,36.2009,16.0000,16.0000,16.0000
19,137,5,0.3,768,0.028656376350145975,7,False,False,2.8361,2.8378,2.8502,0.5085,0.4981,0.4977,24.0254,24.0254,24.0254,16.0000,16.0000,16.0000
20,786,2,0.24,768,0.03457404790277603,7,False,False,3.1380,3.1331,3.1477,0.3961,0.3956,0.3936,14.3414,14.3414,14.3414,16.0000,16.0000,16.0000
21,410,1,0.49,768,0.04171374544281356,7,False,False,3.4423,3.4350,3.4487,0.2786,0.2834,0.2802,6.6423,6.6423,6.6423,16.0000,16.0000,16.0000
22,388,0,0.48,768,0.050327822873414196,8,False,False,3.6202,3.6151,3.6279,0.1705,0.1677,0.1654,2.6615,2.6615,2.6615,16.0000,16.0000,16.0000
23,38,2,0.4,768,0.06072074632210035,8,False,False,3.6527,3.6486,3.6607,0.1705,0.1677,0.1654,2.0478,2.0478,2.0478,16.0000,16.0000,16.0000
24,467,2,0.11,768,0.07325985555120318,8,False,False,3.6620,3.6584,3.6699,0.1705,0.1677,0.1654,1.9095,1.9095,1.9095,16.0000,16.0000,16.0000
25,176,4,0.05,768,0.08838834764831845,9,False,False,3.6713,3.6683,3.6791,0.1705,0.1677,0.1654,1.7920,1.7920,1.7920,16.0000,16.0000,16.0000
26,57,4,0.0,768,0.10664094190766783,9,False,False,3.6902,3.6879,3.6978,0.1705,0.1677,0.1654,1.6004,1.6004,1.6004,15.0000,15.0000,15.0000
27,968,3,0.22,768,0.12866277958043645,9,False,False,3.7251,3.7234,3.7316,0.1705,0.1677,0.1654,1.3165,1.3165,1.3165,16.0000,16.0000,16.0000
28,268,4,0.37,768,0.15523222650918542,10,False,False,3.7632,3.7621,3.7688,0.1705,0.1677,0.1654,1.0623,1.0623,1.0623,16.0000,16.0000,16.0000
29,270,0,0.04,768,0.18728838460958516,10,False,False,3.8018,3.8012,3.8065,0.1705,0.1677,0.1654,0.8436,0.8436,0.8436,16.0000,16.0000,16.0000
30,596,0,0.43,768,0.22596428459777515,10,False,False,3.8657,3.8654,3.8688,0.1705,0.1677,0.1654,0.5381,0.5381,0.5381,16.0000,16.0000,16.0000
31,694,3,0.18,768,0.2726269331663144,11,False,False,3.9780,3.9780,3.9785,0.1705,0.1677,0.1654,0.1007,0.1007,0.1007,16.0000,16.0000,16.0000
32,837,4,0.09,768,0.32892563008340914,11,False,False,3.9903,3.9903,3.9905,0.1705,0.1677,0.1654,0.0579,0.0579,0.0579,16.0000,16.0000,16.0000
33,487,0,0.14,768,0.39685026299204973,11,False,False,3.9990,3.9990,3.9991,0.1705,0.1677,0.1654,0.0274,0.0274,0.0274,16.0000,16.0000,16.0000
34,418,5,0.37,768,0.47880164034928685,12,False,False,3.9993,3.9993,3.9994,0.1705,0.1677,0.1654,0.0262,0.0262,0.0262,16.0000,16.0000,16.0000
35,407,5,0.35000000000000003,768,0.577676348436136,12,False,False,3.9997,3.9997,3.9997,0.1760,0.1768,0.1757,0.0256,0.0256,0.0256,16.0000,16.0000,16.0000
36,657,2,0.11,768,0.6969691317244994,12,False,False,3.9997,3.9997,3.9997,0.1705,0.1677,0.1654,0.0251,0.0251,0.0251,16.0000,16.0000,16.0000
37,442,1,0.41000000000000003,768,0.8408964152537145,13,False,False,3.9998,3.9998,3.9998,0.1683,0.1676,0.1694,0.0254,0.0254,0.0254,16.0000,16.0000,16.0000
38,398,4,0.23,768,1.0145453349375229,13,False,False,3.9998,3.9998,3.9998,0.1632,0.1597,0.1592,0.0246,0.0246,0.0246,16.0000,16.0000,16.0000
39,369,4,0.29,768,1.2240535433046547,13,False,False,3.9998,3.9998,3.9999,0.1701,0.1674,0.1649,0.0251,0.0251,0.0251,16.0000,16.0000,16.0000
40,75,4,0.33,768,1.4768261459394993,14,False,False,3.9999,3.9999,3.9999,0.1206,0.1158,0.1172,0.0247,0.0247,0.0247,16.0000,16.0000,16.0000
41,179,0,0.02,768,1.7817974362806772,14,False,False,3.9999,3.9999,3.9999,0.0681,0.0742,0.0714,0.0245,0.0245,0.0245,16.0000,16.0000,16.0000
42,442,4,0.19,768,2.149746679841392,14,False,False,3.9999,3.9999,3.9999,0.1589,0.1531,0.1504,0.0248,0.0248,0.0248,16.0000,16.0000,16.0000
