run,hidden_size,nlayers,dropout,embedding_size,alpha,max_rank,shuffle_labels,shuffle_input,train_loss,dev_loss,test_loss,train_acc,dev_acc,test_acc,train_norm,dev_norm,test_norm,train_rank,dev_rank,test_rank
0,776,0,0.15,768,0.0,1,False,False,0.8870,0.9425,0.9322,0.8212,0.8067,0.8106,424.8060,424.8060,424.8060,16.0000,16.0000,16.0000
1,433,2,0.27,768,0.0009765625,1,False,False,1.1013,1.1441,1.1359,0.7977,0.7824,0.7840,270.6708,270.6708,270.6708,16.0000,16.0000,16.0000
2,310,5,0.5,768,0.0011782270808598852,1,False,False,1.4333,1.4623,1.4561,0.7558,0.7437,0.7438,185.9294,185.9294,185.9294,16.0000,16.0000,16.0000
3,300,1,0.44,768,0.001421536311369323,1,False,False,1.3613,1.3925,1.3870,0.7644,0.7526,0.7525,196.6008,196.6008,196.6008,16.0000,16.0000,16.0000
4,1009,2,0.1,768,0.0017150900003645502,2,False,False,1.0782,1.1218,1.1149,0.8043,0.7881,0.7930,264.4599,264.4599,264.4599,16.0000,16.0000,16.0000
5,657,3,0.5,768,0.0020692638561704995,2,False,False,1.5357,1.5601,1.5556,0.7433,0.7321,0.7326,160.6584,160.6584,160.6584,16.0000,16.0000,16.0000
6,455,2,0.49,768,0.0024965762178914648,2,False,False,1.5666,1.5893,1.5853,0.7388,0.7285,0.7286,153.3177,153.3177,153.3177,16.0000,16.0000,16.0000
7,103,1,0.44,768,0.0030121305183748843,3,False,False,1.5561,1.5779,1.5744,0.7403,0.7300,0.7309,151.6699,151.6699,151.6699,16.0000,16.0000,16.0000
8,203,4,0.05,768,0.003634149117781824,3,False,False,1.2994,1.3295,1.3242,0.7742,0.7638,0.7646,192.1348,192.1348,192.1348,16.0000,16.0000,16.0000
9,150,4,0.02,768,0.004384617376208487,3,False,False,1.3626,1.3888,1.3855,0.7639,0.7537,0.7558,176.2824,176.2824,176.2824,16.0000,16.0000,16.0000
10,72,3,0.23,768,0.005290060730222237,4,False,False,1.6043,1.6195,1.6208,0.7323,0.7244,0.7240,134.8535,134.8535,134.8535,16.0000,16.0000,16.0000
11,467,3,0.31,768,0.006382482239223045,4,False,False,1.8044,1.8136,1.8156,0.7019,0.6931,0.6949,109.2078,109.2078,109.2078,16.0000,16.0000,16.0000
12,377,0,0.37,768,0.007700493739376462,4,False,False,1.9911,1.9967,1.9987,0.6671,0.6570,0.6591,88.9849,88.9849,88.9849,16.0000,16.0000,16.0000
13,436,2,0.25,768,0.009290680585958758,5,False,False,2.0544,2.0580,2.0602,0.6517,0.6438,0.6445,81.7744,81.7744,81.7744,16.0000,16.0000,16.0000
14,382,2,0.41000000000000003,768,0.011209248221179687,5,False,False,2.3500,2.3492,2.3524,0.6026,0.5919,0.5915,58.5790,58.5790,58.5790,16.0000,16.0000,16.0000
15,326,3,0.09,768,0.013524008765720979,5,False,False,2.3510,2.3528,2.3559,0.5933,0.5815,0.5812,57.2254,57.2254,57.2254,16.0000,16.0000,16.0000
16,326,2,0.02,768,0.01631677785042834,6,False,False,2.5311,2.5314,2.5359,0.5482,0.5372,0.5347,45.4645,45.4645,45.4645,16.0000,16.0000,16.0000
17,247,2,0.15,768,0.01968626640460739,6,False,False,2.8026,2.7991,2.8078,0.4994,0.4873,0.4877,30.7520,30.7520,30.7520,16.0000,16.0000,16.0000
18,179,1,0.01,768,0.02375156961170491,6,False,False,2.9944,2.9887,3.0007,0.4565,0.4465,0.4451,22.2712,22.2712,22.2712,16.0000,16.0000,16.0000
19,137,5,0.3,768,0.028656376350145975,7,False,False,3.2792,3.2704,3.2867,0.3251,0.3208,0.3211,11.7179,11.7179,11.7179,16.0000,16.0000,16.0000
20,786,2,0.24,768,0.03457404790277603,7,False,False,3.4083,3.4004,3.4177,0.2634,0.2665,0.2615,7.6737,7.6737,7.6737,16.0000,16.0000,16.0000
21,410,1,0.49,768,0.04171374544281356,7,False,False,3.5664,3.5615,3.5766,0.1719,0.1695,0.1668,3.6894,3.6894,3.6894,16.0000,16.0000,16.0000
22,388,0,0.48,768,0.050327822873414196,8,False,False,3.6412,3.6373,3.6501,0.1705,0.1677,0.1654,2.1631,2.1631,2.1631,16.0000,16.0000,16.0000
23,38,2,0.4,768,0.06072074632210035,8,False,False,3.6558,3.6528,3.6646,0.1705,0.1677,0.1654,1.9461,1.9461,1.9461,16.0000,16.0000,16.0000
24,467,2,0.11,768,0.07325985555120318,8,False,False,3.6729,3.6707,3.6817,0.1705,0.1677,0.1654,1.7499,1.7499,1.7499,15.0000,15.0000,15.0000
25,176,4,0.05,768,0.08838834764831845,9,False,False,3.6716,3.6695,3.6804,0.1705,0.1677,0.1654,1.7234,1.7234,1.7234,15.0000,15.0000,15.0000
26,57,4,0.0,768,0.10664094190766783,9,False,False,3.6885,3.6871,3.6970,0.1705,0.1677,0.1654,1.5515,1.5515,1.5515,16.0000,16.0000,16.0000
27,968,3,0.22,768,0.12866277958043645,9,False,False,3.7214,3.7208,3.7292,0.1705,0.1677,0.1654,1.2830,1.2830,1.2830,15.0000,15.0000,15.0000
28,268,4,0.37,768,0.15523222650918542,10,False,False,3.7499,3.7498,3.7570,0.1705,0.1677,0.1654,1.0904,1.0904,1.0904,14.0000,14.0000,14.0000
29,270,0,0.04,768,0.18728838460958516,10,False,False,3.7854,3.7856,3.7913,0.1705,0.1677,0.1654,0.8892,0.8892,0.8892,16.0000,16.0000,16.0000
30,596,0,0.43,768,0.22596428459777515,10,False,False,3.8440,3.8445,3.8485,0.1705,0.1677,0.1654,0.6014,0.6014,0.6014,14.0000,14.0000,14.0000
31,694,3,0.18,768,0.2726269331663144,11,False,False,3.9266,3.9269,3.9287,0.1705,0.1677,0.1654,0.2755,0.2755,0.2755,16.0000,16.0000,16.0000
