run,hidden_size,nlayers,dropout,embedding_size,alpha,max_rank,shuffle_labels,shuffle_input,train_loss,dev_loss,test_loss,train_acc,dev_acc,test_acc,train_norm,dev_norm,test_norm,train_rank,dev_rank,test_rank
0,776,0,0.15,768,0.0,1,False,False,0.2902,0.3745,0.3750,0.9414,0.9227,0.9208,591.0248,591.0248,591.0248,16.0000,16.0000,16.0000
1,433,2,0.27,768,0.0009765625,1,False,False,0.4297,0.5073,0.5072,0.9263,0.9108,0.9077,356.5803,356.5803,356.5803,16.0000,16.0000,16.0000
2,310,5,0.5,768,0.0011782270808598852,1,False,False,0.4878,0.5646,0.5626,0.9185,0.9015,0.8998,322.6821,322.6821,322.6821,16.0000,16.0000,16.0000
3,300,1,0.44,768,0.001421536311369323,1,False,False,0.5053,0.5808,0.5797,0.9178,0.9011,0.8989,307.8892,307.8892,307.8892,16.0000,16.0000,16.0000
4,1009,2,0.1,768,0.0017150900003645502,2,False,False,0.5089,0.5830,0.5838,0.9198,0.9045,0.9017,298.9209,298.9209,298.9209,16.0000,16.0000,16.0000
5,657,3,0.5,768,0.0020692638561704995,2,False,False,0.5947,0.6676,0.6660,0.9087,0.8933,0.8921,264.1057,264.1057,264.1057,16.0000,16.0000,16.0000
6,455,2,0.49,768,0.0024965762178914648,2,False,False,0.6591,0.7307,0.7285,0.9039,0.8882,0.8876,241.4167,241.4167,241.4167,16.0000,16.0000,16.0000
7,103,1,0.44,768,0.0030121305183748843,3,False,False,0.7030,0.7735,0.7714,0.9009,0.8846,0.8844,225.9897,225.9897,225.9897,16.0000,16.0000,16.0000
8,203,4,0.05,768,0.003634149117781824,3,False,False,0.7379,0.8071,0.8058,0.8998,0.8843,0.8829,214.2259,214.2259,214.2259,16.0000,16.0000,16.0000
9,150,4,0.02,768,0.004384617376208487,3,False,False,0.8107,0.8778,0.8766,0.8900,0.8744,0.8741,195.4170,195.4170,195.4170,16.0000,16.0000,16.0000
10,72,3,0.23,768,0.005290060730222237,4,False,False,0.9335,0.9981,0.9961,0.8675,0.8520,0.8520,171.1934,171.1934,171.1934,16.0000,16.0000,16.0000
11,467,3,0.31,768,0.006382482239223045,4,False,False,1.0690,1.1292,1.1278,0.8475,0.8324,0.8319,149.2010,149.2010,149.2010,16.0000,16.0000,16.0000
12,377,0,0.37,768,0.007700493739376462,4,False,False,1.2250,1.2794,1.2804,0.8173,0.8032,0.8005,127.9520,127.9520,127.9520,16.0000,16.0000,16.0000
13,436,2,0.25,768,0.009290680585958758,5,False,False,1.3756,1.4263,1.4298,0.7892,0.7721,0.7697,110.3926,110.3926,110.3926,16.0000,16.0000,16.0000
14,382,2,0.41000000000000003,768,0.011209248221179687,5,False,False,1.6041,1.6564,1.6588,0.7477,0.7287,0.7276,89.2703,89.2703,89.2703,16.0000,16.0000,16.0000
15,326,3,0.09,768,0.013524008765720979,5,False,False,1.7762,1.8301,1.8309,0.7207,0.7011,0.7024,75.4974,75.4974,75.4974,16.0000,16.0000,16.0000
16,326,2,0.02,768,0.01631677785042834,6,False,False,1.9768,2.0296,2.0296,0.6875,0.6714,0.6720,62.0146,62.0146,62.0146,16.0000,16.0000,16.0000
17,247,2,0.15,768,0.01968626640460739,6,False,False,2.2261,2.2772,2.2768,0.6306,0.6179,0.6198,48.2790,48.2790,48.2790,16.0000,16.0000,16.0000
18,179,1,0.01,768,0.02375156961170491,6,False,False,2.4890,2.5366,2.5378,0.5571,0.5512,0.5514,36.1239,36.1239,36.1239,16.0000,16.0000,16.0000
19,137,5,0.3,768,0.028656376350145975,7,False,False,2.8026,2.8439,2.8478,0.4773,0.4582,0.4625,24.2043,24.2043,24.2043,16.0000,16.0000,16.0000
20,786,2,0.24,768,0.03457404790277603,7,False,False,3.1244,3.1559,3.1631,0.3692,0.3547,0.3536,14.1619,14.1619,14.1619,16.0000,16.0000,16.0000
21,410,1,0.49,768,0.04171374544281356,7,False,False,3.4021,3.4248,3.4326,0.2935,0.2861,0.2848,7.1362,7.1362,7.1362,16.0000,16.0000,16.0000
22,388,0,0.48,768,0.050327822873414196,8,False,False,3.5721,3.5902,3.5980,0.1897,0.1838,0.1818,3.2151,3.2151,3.2151,16.0000,16.0000,16.0000
23,38,2,0.4,768,0.06072074632210035,8,False,False,3.6343,3.6506,3.6573,0.1763,0.1677,0.1654,2.1146,2.1146,2.1146,16.0000,16.0000,16.0000
