run,hidden_size,nlayers,dropout,embedding_size,alpha,max_rank,shuffle_labels,shuffle_input,train_loss,dev_loss,test_loss,train_acc,dev_acc,test_acc,train_norm,dev_norm,test_norm,train_rank,dev_rank,test_rank
0,776,0,0.15,768,0.0,1,False,False,0.3444,0.3984,0.3943,0.9296,0.9192,0.9173,573.7864,573.7864,573.7864,16.0000,16.0000,16.0000
1,433,2,0.27,768,0.0009765625,1,False,False,0.4808,0.5287,0.5263,0.9150,0.9057,0.9048,349.3857,349.3857,349.3857,16.0000,16.0000,16.0000
2,310,5,0.5,768,0.0011782270808598852,1,False,False,0.5766,0.6225,0.6189,0.9028,0.8924,0.8929,299.9208,299.9208,299.9208,16.0000,16.0000,16.0000
3,300,1,0.44,768,0.001421536311369323,1,False,False,0.5858,0.6310,0.6289,0.9030,0.8931,0.8935,289.4717,289.4717,289.4717,16.0000,16.0000,16.0000
4,1009,2,0.1,768,0.0017150900003645502,2,False,False,0.5630,0.6080,0.6086,0.9091,0.8999,0.8993,291.5219,291.5219,291.5219,16.0000,16.0000,16.0000
5,657,3,0.5,768,0.0020692638561704995,2,False,False,0.6725,0.7156,0.7138,0.8952,0.8842,0.8854,250.9716,250.9716,250.9716,16.0000,16.0000,16.0000
6,455,2,0.49,768,0.0024965762178914648,2,False,False,0.7253,0.7667,0.7653,0.8913,0.8806,0.8809,232.4897,232.4897,232.4897,16.0000,16.0000,16.0000
7,103,1,0.44,768,0.0030121305183748843,3,False,False,0.7772,0.8168,0.8161,0.8870,0.8765,0.8766,216.3549,216.3549,216.3549,16.0000,16.0000,16.0000
8,203,4,0.05,768,0.003634149117781824,3,False,False,0.7722,0.8100,0.8123,0.8892,0.8787,0.8792,212.9075,212.9075,212.9075,16.0000,16.0000,16.0000
9,150,4,0.02,768,0.004384617376208487,3,False,False,0.8690,0.9035,0.9066,0.8768,0.8679,0.8661,190.6010,190.6010,190.6010,16.0000,16.0000,16.0000
