run,hidden_size,nlayers,dropout,embedding_size,alpha,max_rank,shuffle_labels,shuffle_input,train_loss,dev_loss,test_loss,train_acc,dev_acc,test_acc,train_norm,dev_norm,test_norm,train_rank,dev_rank,test_rank
0,776,0,0.15,768,0.0,1,False,False,0.2751,0.3753,0.3756,0.9443,0.9235,0.9211,605.2404,605.2404,605.2404,16.0000,16.0000,16.0000
1,433,2,0.27,768,0.0009765625,1,False,False,0.4187,0.5081,0.5080,0.9286,0.9117,0.9078,357.6818,357.6818,357.6818,16.0000,16.0000,16.0000
2,310,5,0.5,768,0.0011782270808598852,1,False,False,0.4770,0.5653,0.5632,0.9202,0.9023,0.8995,323.3794,323.3794,323.3794,16.0000,16.0000,16.0000
3,300,1,0.44,768,0.001421536311369323,1,False,False,0.4916,0.5783,0.5775,0.9196,0.9026,0.8991,309.4001,309.4001,309.4001,16.0000,16.0000,16.0000
4,1009,2,0.1,768,0.0017150900003645502,2,False,False,0.4897,0.5751,0.5767,0.9229,0.9059,0.9022,302.1495,302.1495,302.1495,16.0000,16.0000,16.0000
5,657,3,0.5,768,0.0020692638561704995,2,False,False,0.5847,0.6693,0.6676,0.9100,0.8924,0.8907,264.1532,264.1532,264.1532,16.0000,16.0000,16.0000
6,455,2,0.49,768,0.0024965762178914648,2,False,False,0.6336,0.7170,0.7153,0.9068,0.8892,0.8879,244.9442,244.9442,244.9442,16.0000,16.0000,16.0000
7,103,1,0.44,768,0.0030121305183748843,3,False,False,0.6893,0.7715,0.7698,0.9028,0.8839,0.8831,226.4789,226.4789,226.4789,16.0000,16.0000,16.0000
8,203,4,0.05,768,0.003634149117781824,3,False,False,0.7288,0.8100,0.8094,0.9001,0.8829,0.8808,213.7766,213.7766,213.7766,16.0000,16.0000,16.0000
9,150,4,0.02,768,0.004384617376208487,3,False,False,0.8119,0.8915,0.8907,0.8902,0.8727,0.8703,193.5703,193.5703,193.5703,16.0000,16.0000,16.0000
10,72,3,0.23,768,0.005290060730222237,4,False,False,0.9189,0.9962,0.9951,0.8705,0.8523,0.8515,171.4335,171.4335,171.4335,16.0000,16.0000,16.0000
11,467,3,0.31,768,0.006382482239223045,4,False,False,1.0521,1.1256,1.1251,0.8492,0.8304,0.8290,149.5035,149.5035,149.5035,16.0000,16.0000,16.0000
12,377,0,0.37,768,0.007700493739376462,4,False,False,1.2134,1.2817,1.2831,0.8188,0.7996,0.7979,127.8965,127.8965,127.8965,16.0000,16.0000,16.0000
13,436,2,0.25,768,0.009290680585958758,5,False,False,1.3788,1.4431,1.4462,0.7913,0.7699,0.7683,109.4063,109.4063,109.4063,16.0000,16.0000,16.0000
14,382,2,0.41000000000000003,768,0.011209248221179687,5,False,False,1.5869,1.6518,1.6540,0.7504,0.7272,0.7267,89.8348,89.8348,89.8348,16.0000,16.0000,16.0000
15,326,3,0.09,768,0.013524008765720979,5,False,False,1.7482,1.8129,1.8145,0.7246,0.7015,0.7024,76.6568,76.6568,76.6568,16.0000,16.0000,16.0000
16,326,2,0.02,768,0.01631677785042834,6,False,False,1.9689,2.0314,2.0313,0.6956,0.6742,0.6756,62.0815,62.0815,62.0815,16.0000,16.0000,16.0000
17,247,2,0.15,768,0.01968626640460739,6,False,False,2.2098,2.2680,2.2675,0.6432,0.6257,0.6278,48.7893,48.7893,48.7893,16.0000,16.0000,16.0000
18,179,1,0.01,768,0.02375156961170491,6,False,False,2.4888,2.5412,2.5411,0.5686,0.5590,0.5596,36.2274,36.2274,36.2274,16.0000,16.0000,16.0000
19,137,5,0.3,768,0.028656376350145975,7,False,False,2.8113,2.8530,2.8563,0.4837,0.4678,0.4730,24.0779,24.0779,24.0779,16.0000,16.0000,16.0000
20,786,2,0.24,768,0.03457404790277603,7,False,False,3.1071,3.1389,3.1460,0.3689,0.3561,0.3546,14.5537,14.5537,14.5537,16.0000,16.0000,16.0000
21,410,1,0.49,768,0.04171374544281356,7,False,False,3.4032,3.4243,3.4323,0.2915,0.2857,0.2841,7.1125,7.1125,7.1125,16.0000,16.0000,16.0000
22,388,0,0.48,768,0.050327822873414196,8,False,False,3.5731,3.5903,3.5986,0.1876,0.1823,0.1801,3.1792,3.1792,3.1792,16.0000,16.0000,16.0000
23,38,2,0.4,768,0.06072074632210035,8,False,False,3.6342,3.6496,3.6567,0.1754,0.1677,0.1654,2.1097,2.1097,2.1097,16.0000,16.0000,16.0000
24,467,2,0.11,768,0.07325985555120318,8,False,False,3.6437,3.6588,3.6655,0.1754,0.1677,0.1654,1.9626,1.9626,1.9626,16.0000,16.0000,16.0000
25,176,4,0.05,768,0.08838834764831845,9,False,False,3.6527,3.6680,3.6744,0.1754,0.1677,0.1654,1.8453,1.8453,1.8453,16.0000,16.0000,16.0000
26,57,4,0.0,768,0.10664094190766783,9,False,False,3.6723,3.6868,3.6926,0.1754,0.1677,0.1654,1.6492,1.6492,1.6492,15.0000,15.0000,15.0000
27,968,3,0.22,768,0.12866277958043645,9,False,False,3.7116,3.7239,3.7286,0.1754,0.1677,0.1654,1.3395,1.3395,1.3395,15.0000,15.0000,15.0000
