run,hidden_size,nlayers,dropout,embedding_size,alpha,max_rank,shuffle_labels,shuffle_input,train_loss,dev_loss,test_loss,train_acc,dev_acc,test_acc,train_norm,dev_norm,test_norm,train_rank,dev_rank,test_rank
0,776,0,0.15,768,0.0,1,False,False,0.8783,0.9458,0.9176,0.8199,0.8028,0.8096,418.4199,418.4199,418.4199,16.0000,16.0000,16.0000
1,433,2,0.27,768,0.0009765625,1,False,False,1.0935,1.1460,1.1209,0.7936,0.7766,0.7839,262.6108,262.6108,262.6108,16.0000,16.0000,16.0000
2,310,5,0.5,768,0.0011782270808598852,1,False,False,1.3690,1.4086,1.3867,0.7555,0.7376,0.7476,189.2663,189.2663,189.2663,16.0000,16.0000,16.0000
3,300,1,0.44,768,0.001421536311369323,1,False,False,1.3262,1.3670,1.3459,0.7635,0.7470,0.7553,194.2238,194.2238,194.2238,16.0000,16.0000,16.0000
4,1009,2,0.1,768,0.0017150900003645502,2,False,False,1.0521,1.1042,1.0842,0.8052,0.7878,0.7951,262.3632,262.3632,262.3632,16.0000,16.0000,16.0000
5,657,3,0.5,768,0.0020692638561704995,2,False,False,1.4815,1.5149,1.4962,0.7429,0.7273,0.7340,160.8191,160.8191,160.8191,16.0000,16.0000,16.0000
6,455,2,0.49,768,0.0024965762178914648,2,False,False,1.5119,1.5433,1.5255,0.7380,0.7234,0.7303,153.5088,153.5088,153.5088,16.0000,16.0000,16.0000
7,103,1,0.44,768,0.0030121305183748843,3,False,False,1.4991,1.5296,1.5128,0.7394,0.7260,0.7311,152.4832,152.4832,152.4832,16.0000,16.0000,16.0000
8,203,4,0.05,768,0.003634149117781824,3,False,False,1.2638,1.3007,1.2855,0.7747,0.7610,0.7668,191.2257,191.2257,191.2257,16.0000,16.0000,16.0000
9,150,4,0.02,768,0.004384617376208487,3,False,False,1.3564,1.3874,1.3743,0.7615,0.7483,0.7542,170.2036,170.2036,170.2036,16.0000,16.0000,16.0000
