alpha,embedding_size,dropout,n_classes,representation,n_words,train_loss,dev_loss,test_loss,train_acc,dev_acc,test_acc,train_norm,dev_norm,test_norm
1.0145453349375229,768,0.23,16,R1_d80_10_bert,,3.9997724797062184,3.999788817617268,3.999790001588044,0.16732254232254232,0.17179435887177436,0.1698854074845741,0.02496429905295372,0.02496429905295372,0.02496429905295372
