alpha,embedding_size,dropout,n_classes,representation,n_words,train_loss,dev_loss,test_loss,train_acc,dev_acc,test_acc,train_norm,dev_norm,test_norm
0.22596428459777515,768,0.43,16,R1_d80_10_bert,,3.8318087663783635,3.8449003993761397,3.8469510351066853,0.16309028809028808,0.16771354270854172,0.16535780110585785,0.6466191411018372,0.6466191411018372,0.6466191411018372
