run,hidden_size,nlayers,dropout,embedding_size,alpha,max_rank,shuffle_labels,shuffle_input,train_loss,dev_loss,test_loss,train_acc,dev_acc,test_acc,train_norm,dev_norm,test_norm,train_rank,dev_rank,test_rank
0,776,0,0.15,768,0.0,1,False,False,0.3112,0.4228,0.4200,0.9391,0.9157,0.9139,553.7977,553.7977,553.7977,16.0000,16.0000,16.0000
1,433,2,0.27,768,0.0009765625,1,False,False,0.4434,0.5429,0.5399,0.9239,0.9029,0.9021,349.4417,349.4417,349.4417,16.0000,16.0000,16.0000
2,310,5,0.5,768,0.0011782270808598852,1,False,False,0.5124,0.6093,0.6046,0.9146,0.8918,0.8932,311.5253,311.5253,311.5253,16.0000,16.0000,16.0000
3,300,1,0.44,768,0.001421536311369323,1,False,False,0.5300,0.6256,0.6219,0.9140,0.8920,0.8929,297.7220,297.7220,297.7220,16.0000,16.0000,16.0000
4,1009,2,0.1,768,0.0017150900003645502,2,False,False,0.5086,0.6044,0.6032,0.9203,0.8995,0.8984,298.8783,298.8783,298.8783,16.0000,16.0000,16.0000
5,657,3,0.5,768,0.0020692638561704995,2,False,False,0.6342,0.7271,0.7220,0.9028,0.8816,0.8830,252.9048,252.9048,252.9048,16.0000,16.0000,16.0000
6,455,2,0.49,768,0.0024965762178914648,2,False,False,0.6843,0.7755,0.7704,0.8992,0.8775,0.8790,234.5348,234.5348,234.5348,16.0000,16.0000,16.0000
7,103,1,0.44,768,0.0030121305183748843,3,False,False,0.7277,0.8177,0.8128,0.8964,0.8750,0.8757,219.8762,219.8762,219.8762,16.0000,16.0000,16.0000
8,203,4,0.05,768,0.003634149117781824,3,False,False,0.7321,0.8199,0.8175,0.8982,0.8780,0.8768,214.2402,214.2402,214.2402,16.0000,16.0000,16.0000
9,150,4,0.02,768,0.004384617376208487,3,False,False,0.8261,0.9120,0.9091,0.8871,0.8655,0.8655,192.3439,192.3439,192.3439,16.0000,16.0000,16.0000
10,72,3,0.23,768,0.005290060730222237,4,False,False,0.9452,1.0280,1.0246,0.8679,0.8472,0.8467,168.8216,168.8216,168.8216,16.0000,16.0000,16.0000
11,467,3,0.31,768,0.006382482239223045,4,False,False,1.0801,1.1578,1.1549,0.8453,0.8264,0.8254,146.9212,146.9212,146.9212,16.0000,16.0000,16.0000
12,377,0,0.37,768,0.007700493739376462,4,False,False,1.2363,1.3083,1.3069,0.8156,0.7973,0.7968,126.0618,126.0618,126.0618,16.0000,16.0000,16.0000
13,436,2,0.25,768,0.009290680585958758,5,False,False,1.3765,1.4436,1.4445,0.7885,0.7674,0.7685,109.7775,109.7775,109.7775,16.0000,16.0000,16.0000
14,382,2,0.41000000000000003,768,0.011209248221179687,5,False,False,1.6186,1.6846,1.6847,0.7463,0.7266,0.7245,87.8650,87.8650,87.8650,16.0000,16.0000,16.0000
15,326,3,0.09,768,0.013524008765720979,5,False,False,1.7725,1.8385,1.8381,0.7175,0.6977,0.6971,75.3951,75.3951,75.3951,16.0000,16.0000,16.0000
16,326,2,0.02,768,0.01631677785042834,6,False,False,1.9806,2.0441,2.0425,0.6851,0.6667,0.6674,61.4695,61.4695,61.4695,16.0000,16.0000,16.0000
17,247,2,0.15,768,0.01968626640460739,6,False,False,2.2360,2.2956,2.2930,0.6389,0.6211,0.6256,47.6665,47.6665,47.6665,16.0000,16.0000,16.0000
18,179,1,0.01,768,0.02375156961170491,6,False,False,2.4765,2.5292,2.5276,0.5764,0.5640,0.5709,36.6290,36.6290,36.6290,16.0000,16.0000,16.0000
19,137,5,0.3,768,0.028656376350145975,7,False,False,2.7873,2.8272,2.8289,0.4856,0.4729,0.4780,24.7346,24.7346,24.7346,16.0000,16.0000,16.0000
20,786,2,0.24,768,0.03457404790277603,7,False,False,3.1192,3.1452,3.1500,0.3680,0.3610,0.3603,14.5345,14.5345,14.5345,16.0000,16.0000,16.0000
21,410,1,0.49,768,0.04171374544281356,7,False,False,3.4188,3.4348,3.4421,0.2865,0.2843,0.2824,6.8794,6.8794,6.8794,16.0000,16.0000,16.0000
22,388,0,0.48,768,0.050327822873414196,8,False,False,3.6041,3.6170,3.6234,0.2053,0.2029,0.2019,2.9387,2.9387,2.9387,16.0000,16.0000,16.0000
23,38,2,0.4,768,0.06072074632210035,8,False,False,3.6392,3.6518,3.6580,0.1730,0.1677,0.1654,2.0994,2.0994,2.0994,16.0000,16.0000,16.0000
24,467,2,0.11,768,0.07325985555120318,8,False,False,3.6490,3.6613,3.6672,0.1730,0.1677,0.1654,1.9519,1.9519,1.9519,16.0000,16.0000,16.0000
25,176,4,0.05,768,0.08838834764831845,9,False,False,3.6590,3.6711,3.6767,0.1730,0.1677,0.1654,1.8263,1.8263,1.8263,15.0000,15.0000,15.0000
26,57,4,0.0,768,0.10664094190766783,9,False,False,3.6779,3.6893,3.6944,0.1730,0.1677,0.1654,1.6371,1.6371,1.6371,15.0000,15.0000,15.0000
27,968,3,0.22,768,0.12866277958043645,9,False,False,3.7224,3.7320,3.7360,0.1730,0.1677,0.1654,1.2929,1.2929,1.2929,15.0000,15.0000,15.0000
28,268,4,0.37,768,0.15523222650918542,10,False,False,3.7525,3.7610,3.7645,0.1730,0.1677,0.1654,1.0947,1.0947,1.0947,16.0000,16.0000,16.0000
29,270,0,0.04,768,0.18728838460958516,10,False,False,3.7939,3.8010,3.8037,0.1730,0.1677,0.1654,0.8608,0.8608,0.8608,14.0000,14.0000,14.0000
30,596,0,0.43,768,0.22596428459777515,10,False,False,3.8581,3.8629,3.8647,0.1730,0.1677,0.1654,0.5616,0.5616,0.5616,16.0000,16.0000,16.0000
31,694,3,0.18,768,0.2726269331663144,11,False,False,3.9539,3.9554,3.9559,0.1730,0.1677,0.1654,0.1786,0.1786,0.1786,13.0000,13.0000,13.0000
32,837,4,0.09,768,0.32892563008340914,11,False,False,3.9886,3.9890,3.9891,0.1730,0.1677,0.1654,0.0624,0.0624,0.0624,16.0000,16.0000,16.0000
33,487,0,0.14,768,0.39685026299204973,11,False,False,3.9982,3.9982,3.9983,0.1730,0.1677,0.1654,0.0301,0.0301,0.0301,16.0000,16.0000,16.0000
34,418,5,0.37,768,0.47880164034928685,12,False,False,3.9994,3.9994,3.9994,0.1730,0.1677,0.1654,0.0259,0.0259,0.0259,16.0000,16.0000,16.0000
35,407,5,0.35000000000000003,768,0.577676348436136,12,False,False,3.9997,3.9997,3.9997,0.1765,0.1701,0.1679,0.0250,0.0250,0.0250,16.0000,16.0000,16.0000
36,657,2,0.11,768,0.6969691317244994,12,False,False,3.9997,3.9997,3.9997,0.1730,0.1677,0.1654,0.0246,0.0246,0.0246,16.0000,16.0000,16.0000
37,442,1,0.41000000000000003,768,0.8408964152537145,13,False,False,3.9998,3.9998,3.9998,0.1650,0.1502,0.1537,0.0253,0.0253,0.0253,16.0000,16.0000,16.0000
38,398,4,0.23,768,1.0145453349375229,13,False,False,3.9998,3.9998,3.9998,0.1869,0.1836,0.1867,0.0252,0.0252,0.0252,16.0000,16.0000,16.0000
39,369,4,0.29,768,1.2240535433046547,13,False,False,3.9998,3.9998,3.9998,0.1731,0.1677,0.1654,0.0247,0.0247,0.0247,16.0000,16.0000,16.0000
40,75,4,0.33,768,1.4768261459394993,14,False,False,3.9999,3.9999,3.9999,0.1687,0.1614,0.1595,0.0250,0.0250,0.0250,16.0000,16.0000,16.0000
41,179,0,0.02,768,1.7817974362806772,14,False,False,3.9999,3.9999,3.9999,0.1250,0.1211,0.1164,0.0248,0.0248,0.0248,16.0000,16.0000,16.0000
42,442,4,0.19,768,2.149746679841392,14,False,False,3.9999,3.9999,3.9999,0.1210,0.1329,0.1363,0.0247,0.0247,0.0247,16.0000,16.0000,16.0000
43,111,1,0.22,768,2.5936791093020193,15,False,False,3.9999,3.9999,3.9999,0.1738,0.1688,0.1664,0.0248,0.0248,0.0248,16.0000,16.0000,16.0000
44,242,1,0.45,768,3.1292855968155457,15,False,False,3.9999,3.9999,3.9999,0.1327,0.1302,0.1278,0.0247,0.0247,0.0247,16.0000,16.0000,16.0000
45,107,3,0.21,768,3.7754972507267723,15,False,False,3.9999,3.9999,3.9999,0.1500,0.1513,0.1521,0.0248,0.0248,0.0248,16.0000,16.0000,16.0000
46,150,2,0.2,768,4.555154539026766,16,False,False,4.0000,3.9999,4.0000,0.0903,0.1017,0.0963,0.0241,0.0241,0.0241,16.0000,16.0000,16.0000
47,38,1,0.2,768,5.495814589832352,16,False,False,4.0000,4.0000,4.0000,0.0929,0.1002,0.1002,0.0250,0.0250,0.0250,16.0000,16.0000,16.0000
48,248,1,0.49,768,6.6307252030723465,16,False,False,4.0000,4.0000,4.0000,0.0692,0.0587,0.0608,0.0250,0.0250,0.0250,16.0000,16.0000,16.0000
