alpha,embedding_size,dropout,n_classes,representation,n_words,train_loss,dev_loss,test_loss,train_acc,dev_acc,test_acc,train_norm,dev_norm,test_norm
1.4768261459394993,768,0.33,16,R1_d80_10_bert,,3.9999070523009657,3.9999141737946893,3.9999136584091093,0.10788535788535789,0.08929785957191438,0.08698613670967224,0.024743640795350075,0.024743640795350075,0.024743640795350075
