run,hidden_size,nlayers,dropout,embedding_size,alpha,max_rank,shuffle_labels,shuffle_input,train_loss,dev_loss,test_loss,train_acc,dev_acc,test_acc,train_norm,dev_norm,test_norm,train_rank,dev_rank,test_rank
0,776,0,0.15,768,0.0,1,False,False,0.4393,0.5130,0.5153,0.9145,0.8985,0.8970,968.0722,968.0722,968.0722,16.0000,16.0000,16.0000
1,433,2,0.27,768,0.0009765625,1,False,False,0.6698,0.7258,0.7309,0.8891,0.8757,0.8735,472.7741,472.7741,472.7741,16.0000,16.0000,16.0000
2,310,5,0.5,768,0.0011782270808598852,1,False,False,0.7876,0.8368,0.8424,0.8759,0.8628,0.8608,412.8158,412.8158,412.8158,16.0000,16.0000,16.0000
3,300,1,0.44,768,0.001421536311369323,1,False,False,0.8101,0.8580,0.8646,0.8733,0.8598,0.8586,386.9512,386.9512,386.9512,16.0000,16.0000,16.0000
4,1009,2,0.1,768,0.0017150900003645502,2,False,False,0.8220,0.8698,0.8779,0.8707,0.8572,0.8544,357.8761,357.8761,357.8761,16.0000,16.0000,16.0000
5,657,3,0.5,768,0.0020692638561704995,2,False,False,0.9744,1.0141,1.0223,0.8526,0.8383,0.8380,311.2306,311.2306,311.2306,16.0000,16.0000,16.0000
6,455,2,0.49,768,0.0024965762178914648,2,False,False,1.0406,1.0768,1.0861,0.8428,0.8291,0.8263,282.9384,282.9384,282.9384,16.0000,16.0000,16.0000
7,103,1,0.44,768,0.0030121305183748843,3,False,False,1.1251,1.1575,1.1677,0.8287,0.8160,0.8130,251.7125,251.7125,251.7125,16.0000,16.0000,16.0000
8,203,4,0.05,768,0.003634149117781824,3,False,False,1.1592,1.1909,1.2022,0.8155,0.8049,0.8006,229.0091,229.0091,229.0091,16.0000,16.0000,16.0000
9,150,4,0.02,768,0.004384617376208487,3,False,False,1.2740,1.3008,1.3130,0.7908,0.7820,0.7778,199.5497,199.5497,199.5497,16.0000,16.0000,16.0000
10,72,3,0.23,768,0.005290060730222237,4,False,False,1.4567,1.4766,1.4888,0.7637,0.7511,0.7492,166.0805,166.0805,166.0805,16.0000,16.0000,16.0000
11,467,3,0.31,768,0.006382482239223045,4,False,False,1.6502,1.6662,1.6774,0.7310,0.7175,0.7158,136.5231,136.5231,136.5231,16.0000,16.0000,16.0000
12,377,0,0.37,768,0.007700493739376462,4,False,False,1.8477,1.8608,1.8710,0.6954,0.6826,0.6779,110.9156,110.9156,110.9156,16.0000,16.0000,16.0000
13,436,2,0.25,768,0.009290680585958758,5,False,False,2.0007,2.0132,2.0220,0.6597,0.6481,0.6439,91.5943,91.5943,91.5943,16.0000,16.0000,16.0000
14,382,2,0.41000000000000003,768,0.011209248221179687,5,False,False,2.2939,2.3020,2.3099,0.6111,0.6005,0.5968,66.8906,66.8906,66.8906,16.0000,16.0000,16.0000
15,326,3,0.09,768,0.013524008765720979,5,False,False,2.4115,2.4212,2.4288,0.5603,0.5542,0.5495,55.1423,55.1423,55.1423,16.0000,16.0000,16.0000
16,326,2,0.02,768,0.01631677785042834,6,False,False,2.5968,2.6047,2.6124,0.5070,0.5031,0.4986,42.5677,42.5677,42.5677,16.0000,16.0000,16.0000
17,247,2,0.15,768,0.01968626640460739,6,False,False,2.8397,2.8438,2.8524,0.4621,0.4574,0.4549,29.5406,29.5406,29.5406,16.0000,16.0000,16.0000
18,179,1,0.01,768,0.02375156961170491,6,False,False,3.0200,3.0219,3.0307,0.3883,0.3869,0.3866,21.1753,21.1753,21.1753,16.0000,16.0000,16.0000
19,137,5,0.3,768,0.028656376350145975,7,False,False,3.2971,3.2967,3.3072,0.3063,0.3035,0.2976,11.2088,11.2088,11.2088,16.0000,16.0000,16.0000
20,786,2,0.24,768,0.03457404790277603,7,False,False,3.4708,3.4700,3.4818,0.2576,0.2591,0.2548,5.8552,5.8552,5.8552,16.0000,16.0000,16.0000
21,410,1,0.49,768,0.04171374544281356,7,False,False,3.5683,3.5676,3.5791,0.2240,0.2230,0.2217,3.5219,3.5219,3.5219,16.0000,16.0000,16.0000
