alpha,embedding_size,dropout,n_classes,representation,n_words,train_loss,dev_loss,test_loss,train_acc,dev_acc,test_acc,train_norm,dev_norm,test_norm
0.004384617376208487,768,0.02,16,R1_d80_10_bert,,1.2463607499179552,1.4299877210912,1.432767847493937,0.7895381645381645,0.7422684536907381,0.7444106098245051,174.20779418945312,174.20779418945312,174.20779418945312
