run,hidden_size,nlayers,dropout,embedding_size,alpha,max_rank,shuffle_labels,shuffle_input,train_loss,dev_loss,test_loss,train_acc,dev_acc,test_acc,train_norm,dev_norm,test_norm,train_rank,dev_rank,test_rank
0,776,0,0.15,768,0.0,1,False,False,0.4434,0.5083,0.5114,0.9136,0.9009,0.8983,958.1044,958.1044,958.1044,16.0000,16.0000,16.0000
1,433,2,0.27,768,0.0009765625,1,False,False,0.6711,0.7246,0.7315,0.8886,0.8771,0.8740,467.4879,467.4879,467.4879,16.0000,16.0000,16.0000
2,310,5,0.5,768,0.0011782270808598852,1,False,False,0.7862,0.8347,0.8425,0.8766,0.8649,0.8623,409.3696,409.3696,409.3696,16.0000,16.0000,16.0000
3,300,1,0.44,768,0.001421536311369323,1,False,False,0.8097,0.8570,0.8659,0.8735,0.8625,0.8596,383.3410,383.3410,383.3410,16.0000,16.0000,16.0000
4,1009,2,0.1,768,0.0017150900003645502,2,False,False,0.8198,0.8679,0.8783,0.8706,0.8577,0.8540,355.0016,355.0016,355.0016,16.0000,16.0000,16.0000
5,657,3,0.5,768,0.0020692638561704995,2,False,False,0.9692,1.0105,1.0211,0.8544,0.8436,0.8392,309.6149,309.6149,309.6149,16.0000,16.0000,16.0000
6,455,2,0.49,768,0.0024965762178914648,2,False,False,1.0347,1.0733,1.0849,0.8437,0.8322,0.8290,281.5768,281.5768,281.5768,16.0000,16.0000,16.0000
7,103,1,0.44,768,0.0030121305183748843,3,False,False,1.1183,1.1537,1.1665,0.8300,0.8191,0.8152,250.5721,250.5721,250.5721,16.0000,16.0000,16.0000
8,203,4,0.05,768,0.003634149117781824,3,False,False,1.1485,1.1842,1.1981,0.8171,0.8076,0.8036,228.4631,228.4631,228.4631,16.0000,16.0000,16.0000
9,150,4,0.02,768,0.004384617376208487,3,False,False,1.2670,1.2987,1.3136,0.7944,0.7858,0.7820,198.6558,198.6558,198.6558,16.0000,16.0000,16.0000
10,72,3,0.23,768,0.005290060730222237,4,False,False,1.4382,1.4634,1.4779,0.7686,0.7571,0.7545,167.1340,167.1340,167.1340,16.0000,16.0000,16.0000
11,467,3,0.31,768,0.006382482239223045,4,False,False,1.6329,1.6533,1.6670,0.7351,0.7233,0.7209,137.4747,137.4747,137.4747,16.0000,16.0000,16.0000
12,377,0,0.37,768,0.007700493739376462,4,False,False,1.8303,1.8469,1.8599,0.6972,0.6856,0.6806,111.8624,111.8624,111.8624,16.0000,16.0000,16.0000
13,436,2,0.25,768,0.009290680585958758,5,False,False,1.9880,2.0031,2.0153,0.6606,0.6488,0.6434,92.1756,92.1756,92.1756,16.0000,16.0000,16.0000
14,382,2,0.41000000000000003,768,0.011209248221179687,5,False,False,2.2800,2.2896,2.3016,0.6072,0.5958,0.5889,67.5253,67.5253,67.5253,16.0000,16.0000,16.0000
15,326,3,0.09,768,0.013524008765720979,5,False,False,2.3972,2.4085,2.4201,0.5607,0.5522,0.5457,55.8283,55.8283,55.8283,16.0000,16.0000,16.0000
16,326,2,0.02,768,0.01631677785042834,6,False,False,2.5867,2.5957,2.6078,0.5142,0.5057,0.4996,42.9735,42.9735,42.9735,16.0000,16.0000,16.0000
17,247,2,0.15,768,0.01968626640460739,6,False,False,2.8301,2.8341,2.8465,0.4687,0.4619,0.4589,29.9177,29.9177,29.9177,16.0000,16.0000,16.0000
18,179,1,0.01,768,0.02375156961170491,6,False,False,3.0082,3.0092,3.0216,0.4014,0.3984,0.3957,21.6690,21.6690,21.6690,16.0000,16.0000,16.0000
19,137,5,0.3,768,0.028656376350145975,7,False,False,3.2921,3.2888,3.3018,0.3186,0.3189,0.3153,11.4364,11.4364,11.4364,16.0000,16.0000,16.0000
20,786,2,0.24,768,0.03457404790277603,7,False,False,3.4678,3.4631,3.4774,0.2542,0.2590,0.2551,6.0258,6.0258,6.0258,16.0000,16.0000,16.0000
21,410,1,0.49,768,0.04171374544281356,7,False,False,3.5698,3.5651,3.5790,0.2221,0.2239,0.2225,3.5725,3.5725,3.5725,16.0000,16.0000,16.0000
22,388,0,0.48,768,0.050327822873414196,8,False,False,3.6192,3.6153,3.6283,0.1705,0.1677,0.1654,2.6070,2.6070,2.6070,16.0000,16.0000,16.0000
23,38,2,0.4,768,0.06072074632210035,8,False,False,3.6489,3.6455,3.6582,0.1705,0.1677,0.1654,2.0792,2.0792,2.0792,16.0000,16.0000,16.0000
24,467,2,0.11,768,0.07325985555120318,8,False,False,3.6585,3.6556,3.6675,0.1705,0.1677,0.1654,1.9414,1.9414,1.9414,16.0000,16.0000,16.0000
25,176,4,0.05,768,0.08838834764831845,9,False,False,3.6721,3.6699,3.6809,0.1705,0.1677,0.1654,1.7780,1.7780,1.7780,15.0000,15.0000,15.0000
26,57,4,0.0,768,0.10664094190766783,9,False,False,3.7014,3.6998,3.7091,0.1705,0.1677,0.1654,1.4983,1.4983,1.4983,15.0000,15.0000,15.0000
27,968,3,0.22,768,0.12866277958043645,9,False,False,3.7251,3.7240,3.7322,0.1705,0.1677,0.1654,1.3069,1.3069,1.3069,15.0000,15.0000,15.0000
28,268,4,0.37,768,0.15523222650918542,10,False,False,3.7634,3.7627,3.7693,0.1705,0.1677,0.1654,1.0536,1.0536,1.0536,15.0000,15.0000,15.0000
29,270,0,0.04,768,0.18728838460958516,10,False,False,3.8002,3.8001,3.8053,0.1705,0.1677,0.1654,0.8465,0.8465,0.8465,16.0000,16.0000,16.0000
30,596,0,0.43,768,0.22596428459777515,10,False,False,3.8641,3.8641,3.8674,0.1705,0.1677,0.1654,0.5410,0.5410,0.5410,16.0000,16.0000,16.0000
31,694,3,0.18,768,0.2726269331663144,11,False,False,3.9558,3.9558,3.9568,0.1705,0.1677,0.1654,0.1755,0.1755,0.1755,15.0000,15.0000,15.0000
32,837,4,0.09,768,0.32892563008340914,11,False,False,3.9893,3.9894,3.9896,0.1705,0.1677,0.1654,0.0608,0.0608,0.0608,16.0000,16.0000,16.0000
33,487,0,0.14,768,0.39685026299204973,11,False,False,3.9984,3.9984,3.9984,0.1705,0.1677,0.1654,0.0294,0.0294,0.0294,16.0000,16.0000,16.0000
34,418,5,0.37,768,0.47880164034928685,12,False,False,3.9994,3.9994,3.9994,0.1705,0.1677,0.1654,0.0260,0.0260,0.0260,16.0000,16.0000,16.0000
35,407,5,0.35000000000000003,768,0.577676348436136,12,False,False,3.9998,3.9998,3.9998,0.1318,0.1309,0.1300,0.0254,0.0254,0.0254,16.0000,16.0000,16.0000
36,657,2,0.11,768,0.6969691317244994,12,False,False,3.9997,3.9997,3.9998,0.1705,0.1677,0.1654,0.0248,0.0248,0.0248,16.0000,16.0000,16.0000
37,442,1,0.41000000000000003,768,0.8408964152537145,13,False,False,3.9998,3.9998,3.9998,0.1879,0.1876,0.1843,0.0252,0.0252,0.0252,16.0000,16.0000,16.0000
38,398,4,0.23,768,1.0145453349375229,13,False,False,3.9998,3.9998,3.9998,0.1735,0.1701,0.1673,0.0248,0.0248,0.0248,16.0000,16.0000,16.0000
39,369,4,0.29,768,1.2240535433046547,13,False,False,3.9999,3.9999,3.9999,0.1695,0.1667,0.1641,0.0242,0.0242,0.0242,16.0000,16.0000,16.0000
40,75,4,0.33,768,1.4768261459394993,14,False,False,3.9999,3.9999,3.9999,0.1510,0.1486,0.1448,0.0247,0.0247,0.0247,16.0000,16.0000,16.0000
41,179,0,0.02,768,1.7817974362806772,14,False,False,3.9999,3.9999,3.9999,0.0975,0.1030,0.1034,0.0247,0.0247,0.0247,16.0000,16.0000,16.0000
42,442,4,0.19,768,2.149746679841392,14,False,False,3.9999,3.9999,3.9999,0.1381,0.1363,0.1339,0.0246,0.0246,0.0246,16.0000,16.0000,16.0000
43,111,1,0.22,768,2.5936791093020193,15,False,False,3.9999,3.9999,3.9999,0.1688,0.1658,0.1638,0.0244,0.0244,0.0244,16.0000,16.0000,16.0000
44,242,1,0.45,768,3.1292855968155457,15,False,False,3.9999,3.9999,3.9999,0.1670,0.1618,0.1601,0.0247,0.0247,0.0247,16.0000,16.0000,16.0000
45,107,3,0.21,768,3.7754972507267723,15,False,False,3.9999,3.9999,3.9999,0.1597,0.1542,0.1538,0.0245,0.0245,0.0245,16.0000,16.0000,16.0000
46,150,2,0.2,768,4.555154539026766,16,False,False,4.0000,4.0000,4.0000,0.0950,0.0972,0.0956,0.0247,0.0247,0.0247,16.0000,16.0000,16.0000
47,38,1,0.2,768,5.495814589832352,16,False,False,4.0000,4.0000,4.0000,0.1038,0.1104,0.1109,0.0248,0.0248,0.0248,16.0000,16.0000,16.0000
48,248,1,0.49,768,6.6307252030723465,16,False,False,4.0000,4.0000,4.0000,0.0237,0.0208,0.0261,0.0249,0.0249,0.0249,16.0000,16.0000,16.0000
49,670,0,0.45,768,8.0,16,False,False,4.0000,4.0000,4.0000,0.0704,0.0699,0.0700,0.0247,0.0247,0.0247,16.0000,16.0000,16.0000
