alpha,embedding_size,dropout,n_classes,representation,n_words,train_loss,dev_loss,test_loss,train_acc,dev_acc,test_acc,train_norm,dev_norm,test_norm
1.2240535433046547,768,0.29,16,R1_d80_10_bert,,3.9998438713066933,3.9998509977645553,3.999855780278617,0.1627932877932878,0.1664732946589318,0.16383524320859044,0.02482219599187374,0.02482219599187374,0.02482219599187374
