alpha,embedding_size,dropout,n_classes,representation,n_words,train_loss,dev_loss,test_loss,train_acc,dev_acc,test_acc,train_norm,dev_norm,test_norm
0.32892563008340914,768,0.09,16,R1_d80_10_bert,,3.9836560484560724,3.984750270481037,3.9849338334897686,0.16309028809028808,0.16771354270854172,0.16535780110585785,0.07739521563053131,0.07739521563053131,0.07739521563053131
