alpha,embedding_size,dropout,n_classes,representation,n_words,train_loss,dev_loss,test_loss,train_acc,dev_acc,test_acc,train_norm,dev_norm,test_norm
0.06072074632210035,768,0.4,16,R1_d80_10_bert,,3.6181895866711273,3.653441101714453,3.6614277484908166,0.16309028809028808,0.16771354270854172,0.16535780110585785,2.2245781421661377,2.2245781421661377,2.2245781421661377
